"","Exp3_A_Sample_1","Exp3_A_Sample_2","Exp3_B_Sample_1","Exp3_B_Sample_2","Exp3_C_Sample_1","Exp3_C_Sample_2"
"ENSG00000003231",340,195,306,279,165,237
"ENSG00000003232",55,52,20,22,26,33
"ENSG00000003233",2,1,1,1,0,0
"ENSG00000003234",0,1,0,0,1,1
"ENSG00000003235",29,26,35,31,49,10
"ENSG00000003236",2,2,5,6,2,5
"ENSG00000003237",0,0,0,1,1,0
"ENSG00000003238",30,19,21,10,21,15
"ENSG00000003239",1,0,0,0,1,1
"ENSG00000003240",12,12,6,4,8,8
"ENSG00000003241",0,0,1,1,0,0
"ENSG00000003242",3,5,4,4,2,2
"ENSG00000003243",2,1,2,1,1,0
"ENSG00000003244",80,46,63,61,25,57
"ENSG00000003245",17,24,31,17,23,28
"ENSG00000003246",0,0,0,0,0,0
"ENSG00000003247",25,28,14,10,26,9
"ENSG00000003248",33,22,12,22,15,21
"ENSG00000003249",2,1,6,3,3,6
"ENSG00000003250",1,1,1,0,1,0
"ENSG00000003251",2,5,3,4,5,9
"ENSG00000003252",2,0,0,0,1,3
"ENSG00000003253",1,0,0,1,0,0
"ENSG00000003254",14,20,7,31,3,6
"ENSG00000003255",1,0,2,0,0,0
"ENSG00000003256",14,13,6,5,10,9
"ENSG00000003257",1,0,0,0,0,0
"ENSG00000003258",0,1,1,0,2,1
"ENSG00000003259",4,12,5,2,11,9
"ENSG00000003260",8189,16250,6615,7327,8490,6593
"ENSG00000003261",2,1,0,0,0,1
"ENSG00000003262",0,0,1,1,1,0
"ENSG00000003263",1,2,0,0,0,0
"ENSG00000003264",2,5,13,7,4,8
"ENSG00000003265",0,0,0,0,0,0
"ENSG00000003266",1167,1143,538,351,1193,551
"ENSG00000003267",9,6,6,9,5,7
"ENSG00000003268",0,1,1,0,0,1
"ENSG00000003269",1,0,0,0,0,0
"ENSG00000003270",0,0,0,1,0,0
"ENSG00000003271",178,84,57,132,27,62
"ENSG00000003272",197,334,134,200,297,226
"ENSG00000003273",42,27,45,50,15,12
"ENSG00000003274",29,9,6,15,1,7
"ENSG00000003275",14,5,5,23,7,8
"ENSG00000003276",1,2,1,0,0,1
"ENSG00000003277",16,36,15,37,20,71
"ENSG00000003278",0,0,0,0,1,0
"ENSG00000003279",23,4,7,10,5,4
"ENSG00000003280",262,233,94,173,180,169
"ENSG00000003281",204,225,144,201,180,193
"ENSG00000003282",2,1,1,3,1,0
"ENSG00000003283",2,1,0,1,0,0
"ENSG00000003284",1,2,1,0,0,2
"ENSG00000003285",10,1,2,5,0,1
"ENSG00000003286",38,28,48,20,7,28
"ENSG00000003287",843,1040,513,634,667,1055
"ENSG00000003288",1,0,2,1,0,1
"ENSG00000003289",414,174,1365,470,845,539
"ENSG00000003290",0,2,0,0,0,0
"ENSG00000003291",54,22,30,24,28,22
"ENSG00000003292",2644,3274,2389,601,2751,2442
"ENSG00000003293",21,32,7,20,17,7
"ENSG00000003294",2,2,1,2,3,0
"ENSG00000003295",0,0,0,2,0,0
"ENSG00000003296",5,4,0,0,6,2
"ENSG00000003297",0,1,0,0,2,1
"ENSG00000003298",4,7,12,5,2,4
"ENSG00000003299",37,125,84,36,30,17
"ENSG00000003300",1029,414,328,555,549,343
"ENSG00000003301",3,2,2,7,3,4
"ENSG00000003302",9,2,3,3,1,2
"ENSG00000003303",25,11,4,9,14,14
"ENSG00000003304",127,73,43,47,101,129
"ENSG00000003305",42,23,39,17,104,34
"ENSG00000003306",22,17,10,42,50,28
"ENSG00000003307",771,385,797,498,188,524
"ENSG00000003308",0,0,0,0,1,2
"ENSG00000003309",147,502,801,458,362,1039
"ENSG00000003310",5,2,0,0,2,0
"ENSG00000003311",0,1,0,0,0,2
"ENSG00000003312",145,106,100,42,73,80
"ENSG00000003313",2,0,0,0,0,0
"ENSG00000003314",1,1,1,3,0,1
"ENSG00000003315",0,0,0,2,0,1
"ENSG00000003316",1,0,0,0,1,0
"ENSG00000003317",16,6,5,14,9,6
"ENSG00000003318",2,0,1,0,0,1
"ENSG00000003319",136,106,69,130,137,165
"ENSG00000003320",170,34,36,44,42,48
"ENSG00000003321",13,11,9,6,7,10
"ENSG00000003322",412,210,277,313,205,210
"ENSG00000003323",1,1,0,0,0,0
"ENSG00000003324",0,0,0,1,0,0
"ENSG00000003325",165,79,47,42,61,103
"ENSG00000003326",36,72,66,53,41,71
"ENSG00000003327",0,0,1,0,0,0
"ENSG00000003328",1,0,0,2,1,4
"ENSG00000003329",1,1,1,1,0,0
"ENSG00000003330",0,1,0,0,0,0
"ENSG00000003331",2,0,1,1,0,0
"ENSG00000003332",10,1,6,3,0,2
"ENSG00000003333",0,0,1,2,1,0
"ENSG00000003334",1,2,0,0,1,1
"ENSG00000003335",85,62,63,68,59,65
"ENSG00000003336",0,1,4,2,0,1
"ENSG00000003337",65,31,29,14,20,39
"ENSG00000003338",1,0,0,0,0,0
"ENSG00000003339",0,1,0,1,0,0
"ENSG00000003340",3,1,1,2,6,1
"ENSG00000003341",485,671,501,508,691,863
"ENSG00000003342",13,7,10,10,7,9
"ENSG00000003343",45,47,85,38,96,32
"ENSG00000003344",4,3,2,6,0,2
"ENSG00000003345",0,1,1,0,1,0
"ENSG00000003346",100,88,54,74,97,68
"ENSG00000003347",0,1,0,0,0,1
"ENSG00000003348",8,5,5,7,2,12
"ENSG00000003349",2,0,0,1,1,0
"ENSG00000003350",2,0,1,5,2,0
"ENSG00000003351",46,24,10,23,28,6
"ENSG00000003352",40,26,19,41,9,18
"ENSG00000003353",43,10,9,5,20,11
"ENSG00000003354",1,0,1,0,0,2
"ENSG00000003355",6,1,14,4,11,17
"ENSG00000003356",15,14,5,9,10,16
"ENSG00000003357",2172,895,1219,1002,1887,1240
"ENSG00000003358",53,17,15,28,30,33
"ENSG00000003359",430,315,285,228,173,217
"ENSG00000003360",1,0,1,0,1,0
"ENSG00000003361",1,0,4,2,2,3
"ENSG00000003362",22,6,15,20,9,8
"ENSG00000003363",21,15,7,15,20,10
"ENSG00000003364",309,450,56,109,225,180
"ENSG00000003365",10,8,7,4,3,12
"ENSG00000003366",2,4,0,2,0,1
"ENSG00000003367",0,0,0,1,0,1
"ENSG00000003368",70,24,20,11,38,35
"ENSG00000003369",11,6,2,1,9,6
"ENSG00000003370",4892,2256,3983,5151,4297,2382
"ENSG00000003371",1,0,2,2,3,1
"ENSG00000003372",17,9,5,16,5,33
"ENSG00000003373",0,0,3,2,1,0
"ENSG00000003374",0,0,0,0,0,0
"ENSG00000003375",0,3,4,5,1,0
"ENSG00000003376",10,13,11,14,7,22
"ENSG00000003377",2,2,0,0,2,0
"ENSG00000003378",108,172,48,176,73,148
"ENSG00000003379",7,3,4,5,2,3
"ENSG00000003380",0,2,1,0,3,4
"ENSG00000003381",0,1,0,0,1,0
"ENSG00000003382",2,1,1,0,2,0
"ENSG00000003383",29,33,40,38,40,22
"ENSG00000003384",4,9,3,6,6,9
"ENSG00000003385",11,3,8,4,10,0
"ENSG00000003386",0,0,0,0,0,0
"ENSG00000003387",2,0,0,0,0,0
"ENSG00000003388",0,0,0,1,0,0
"ENSG00000003389",592,903,455,567,353,437
"ENSG00000003390",1,0,0,1,0,0
"ENSG00000003391",0,0,1,0,1,0
"ENSG00000003392",71,31,22,14,15,31
"ENSG00000003393",39,19,12,32,29,47
"ENSG00000003394",7,6,7,8,17,2
"ENSG00000003395",36,53,24,31,78,41
"ENSG00000003396",0,0,0,0,0,0
"ENSG00000003397",242,107,165,47,61,182
"ENSG00000003398",345,186,108,220,115,225
"ENSG00000003399",10,9,5,17,7,3
"ENSG00000003400",105,22,27,57,43,61
"ENSG00000003401",25,25,10,29,13,5
"ENSG00000003402",3,0,0,0,1,2
"ENSG00000003403",1,0,0,1,0,2
"ENSG00000003404",10,13,10,7,23,4
"ENSG00000003405",60,26,25,55,20,31
"ENSG00000003406",183,248,161,92,114,226
"ENSG00000003407",0,0,0,1,1,0
"ENSG00000003408",1,0,1,0,2,0
"ENSG00000003409",0,3,0,0,0,1
"ENSG00000003410",1,0,0,0,0,2
"ENSG00000003411",1,1,0,0,0,1
"ENSG00000003412",0,0,1,0,1,0
"ENSG00000003413",2,0,0,1,1,0
"ENSG00000003414",35,43,21,23,19,40
"ENSG00000003415",3,7,3,4,2,3
"ENSG00000003416",0,2,0,0,0,0
"ENSG00000003417",1,0,6,4,2,4
"ENSG00000003418",69,49,46,89,32,43
"ENSG00000003419",32,170,185,108,247,131
"ENSG00000003420",8,14,10,14,5,1
"ENSG00000003421",56,60,55,38,25,20
"ENSG00000003422",5,6,2,2,8,1
"ENSG00000003423",4,2,1,0,7,2
"ENSG00000003424",0,1,0,1,1,0
"ENSG00000003425",3,1,1,1,8,2
"ENSG00000003426",14,38,19,31,58,31
"ENSG00000003427",9,25,29,10,7,60
"ENSG00000003428",1,1,1,1,1,2
"ENSG00000003429",52,5,14,41,16,25
"ENSG00000003430",0,0,1,0,0,0
"ENSG00000003431",1,1,0,0,0,1
"ENSG00000003432",14,4,2,4,1,6
"ENSG00000003433",0,1,0,1,0,1
"ENSG00000003434",26,47,55,29,34,55
"ENSG00000003435",5,2,3,5,1,0
"ENSG00000003436",422,512,140,193,546,545
"ENSG00000003437",0,0,0,0,0,0
"ENSG00000003438",67,49,34,51,58,40
"ENSG00000003439",72,130,77,77,81,105
"ENSG00000003440",139,130,93,155,205,160
"ENSG00000003441",0,0,0,0,0,0
"ENSG00000003442",3480,2276,2028,1139,2556,1534
"ENSG00000003443",12,3,9,8,2,7
"ENSG00000003444",1045,659,355,243,485,327
"ENSG00000003445",0,1,0,0,1,1
"ENSG00000003446",2,13,4,8,5,5
"ENSG00000003447",3,3,15,5,14,13
"ENSG00000003448",0,0,0,0,1,1
"ENSG00000003449",29,26,22,22,26,23
"ENSG00000003450",144,56,28,34,85,99
"ENSG00000003451",3,1,2,1,4,2
"ENSG00000003452",0,0,0,0,0,1
"ENSG00000003453",1,3,0,0,1,0
"ENSG00000003454",55,32,14,19,14,28
"ENSG00000003455",4,2,5,3,1,1
"ENSG00000003456",0,0,1,1,0,0
"ENSG00000003457",0,0,1,2,2,0
"ENSG00000003458",0,0,0,1,1,1
"ENSG00000003459",2,0,0,0,2,0
"ENSG00000003460",13,2,2,6,4,2
"ENSG00000003461",1,2,0,1,1,0
"ENSG00000003462",3,2,1,4,3,2
"ENSG00000003463",1,2,1,1,1,1
"ENSG00000003464",25,22,22,12,20,27
"ENSG00000003465",3,5,16,2,8,20
"ENSG00000003466",36,20,16,28,32,44
"ENSG00000003467",135,81,63,71,48,118
"ENSG00000003468",1,1,0,0,0,0
"ENSG00000003469",85,63,52,141,60,126
"ENSG00000003470",0,0,0,0,0,0
"ENSG00000003471",8,1,6,5,10,8
"ENSG00000003472",12,17,7,10,8,15
"ENSG00000003473",151,91,93,27,82,72
"ENSG00000003474",1,0,0,0,0,1
"ENSG00000003475",1,7,3,3,2,1
"ENSG00000003476",86,118,56,72,41,121
"ENSG00000003477",67,134,78,57,77,228
"ENSG00000003478",0,0,0,1,0,0
"ENSG00000003479",0,0,0,0,0,0
"ENSG00000003480",0,0,0,0,0,0
"ENSG00000003481",0,1,0,0,0,3
"ENSG00000003482",17,17,11,15,5,21
"ENSG00000003483",2,0,2,0,0,2
"ENSG00000003484",11,4,2,10,11,3
"ENSG00000003485",0,2,0,1,0,0
"ENSG00000003486",288,208,84,125,231,165
"ENSG00000003487",50,65,8,57,16,17
"ENSG00000003488",61,81,19,93,127,99
"ENSG00000003489",7,4,1,5,7,2
"ENSG00000003490",11,9,5,6,1,10
"ENSG00000003491",19,21,8,12,30,28
"ENSG00000003492",19,25,9,26,13,22
"ENSG00000003493",51,24,58,46,51,24
"ENSG00000003494",13,10,5,10,6,7
"ENSG00000003495",126,145,65,131,39,71
"ENSG00000003496",1,0,1,0,0,1
"ENSG00000003497",1,1,1,1,0,2
"ENSG00000003498",1,0,0,0,0,1
"ENSG00000003499",0,0,1,0,0,0
"ENSG00000003500",0,0,0,1,0,2
"ENSG00000003501",33,64,21,41,62,64
"ENSG00000003502",0,0,1,0,1,0
"ENSG00000003503",12,3,14,3,8,9
"ENSG00000003504",11,30,4,21,20,15
"ENSG00000003505",16,21,14,7,4,21
"ENSG00000003506",5,6,3,4,2,5
"ENSG00000003507",75,37,34,104,93,86
"ENSG00000003508",127,55,66,80,50,116
"ENSG00000003509",10,4,4,4,0,9
"ENSG00000003510",30,58,11,71,43,77
"ENSG00000003511",2,6,0,7,4,1
"ENSG00000003512",1,0,2,1,1,0
"ENSG00000003513",1,1,0,1,2,0
"ENSG00000003514",1,0,1,0,0,0
"ENSG00000003515",17,18,13,21,33,16
"ENSG00000003516",497,221,178,329,146,303
"ENSG00000003517",2,1,2,2,7,0
"ENSG00000003518",113,76,62,103,138,55
"ENSG00000003519",0,1,0,0,2,0
"ENSG00000003520",1,2,0,1,1,0
"ENSG00000003521",5,38,4,7,32,4
"ENSG00000003522",8,15,7,4,2,6
"ENSG00000003523",53,52,91,27,160,43
"ENSG00000003524",26,30,31,104,97,57
"ENSG00000003525",0,0,0,0,0,0
"ENSG00000003526",648,233,304,401,528,639
"ENSG00000003527",0,0,0,1,0,0
"ENSG00000003528",132,101,44,57,76,77
"ENSG00000003529",4,3,2,2,6,3
"ENSG00000003530",71,103,154,149,27,196
"ENSG00000003531",25,20,33,25,44,26
"ENSG00000003532",383,360,158,168,93,266
"ENSG00000003533",23,14,11,13,11,11
"ENSG00000003534",0,0,0,0,1,1
"ENSG00000003535",21,9,7,8,20,6
"ENSG00000003536",52,48,13,16,26,10
"ENSG00000003537",251,156,179,161,259,173
"ENSG00000003538",2,4,0,3,5,4
"ENSG00000003539",7,21,3,14,9,8
"ENSG00000003540",8,5,10,10,2,3
"ENSG00000003541",267,468,507,579,384,459
"ENSG00000003542",0,1,0,0,1,0
"ENSG00000003543",1,1,0,0,1,1
"ENSG00000003544",1,1,0,0,0,1
"ENSG00000003545",29,17,7,24,17,19
"ENSG00000003546",0,0,0,0,0,0
"ENSG00000003547",53,38,14,46,104,60
"ENSG00000003548",0,0,1,0,0,1
"ENSG00000003549",8,1,1,1,5,3
"ENSG00000003550",2,0,0,0,0,0
"ENSG00000003551",2,1,0,1,0,0
"ENSG00000003552",233,221,86,346,158,280
"ENSG00000003553",327,223,145,240,229,273
"ENSG00000003554",1,0,1,0,2,1
"ENSG00000003555",26,4,2,2,2,16
"ENSG00000003556",0,0,2,2,1,0
"ENSG00000003557",12,8,7,6,1,4
"ENSG00000003558",2,2,2,1,4,2
"ENSG00000003559",0,0,0,0,0,2
"ENSG00000003560",0,0,0,0,1,0
"ENSG00000003561",8,8,8,4,7,3
"ENSG00000003562",81,68,59,54,69,51
"ENSG00000003563",4,8,2,8,2,4
"ENSG00000003564",1,1,0,1,2,0
"ENSG00000003565",5497,2029,4165,3877,3445,3445
"ENSG00000003566",653,106,178,300,296,282
"ENSG00000003567",26,18,13,9,5,30
"ENSG00000003568",128,59,42,130,33,85
"ENSG00000003569",1,0,0,0,1,0
"ENSG00000003570",0,2,2,0,2,2
"ENSG00000003571",0,0,2,0,0,1
"ENSG00000003572",0,0,1,0,0,0
"ENSG00000003573",2,1,0,1,1,0
"ENSG00000003574",36,159,145,183,210,95
"ENSG00000003575",0,0,0,0,0,0
"ENSG00000003576",1,0,0,1,0,0
"ENSG00000003577",1,0,0,0,2,0
"ENSG00000003578",16,12,21,13,32,9
"ENSG00000003579",289,215,69,141,111,315
"ENSG00000003580",0,0,1,1,4,0
"ENSG00000003581",0,1,0,0,0,1
"ENSG00000003582",0,0,0,0,0,0
"ENSG00000003583",1,1,0,0,0,1
"ENSG00000003584",11,8,2,9,7,6
"ENSG00000003585",75,141,83,67,61,79
"ENSG00000003586",0,0,1,0,0,2
"ENSG00000003587",0,0,0,1,0,0
"ENSG00000003588",0,1,0,1,0,0
"ENSG00000003589",0,2,1,1,0,1
"ENSG00000003590",85,114,69,57,119,139
"ENSG00000003591",31,27,19,23,53,15
"ENSG00000003592",0,0,0,0,0,0
"ENSG00000003593",32,23,9,8,21,18
"ENSG00000003594",0,0,0,1,0,0
"ENSG00000003595",221,270,164,67,359,107
"ENSG00000003596",2,1,0,1,1,0
"ENSG00000003597",0,0,1,1,2,2
"ENSG00000003598",18,7,12,13,14,5
"ENSG00000003599",0,0,1,1,1,2
"ENSG00000003600",17,12,3,4,3,5
"ENSG00000003601",15,15,13,5,3,17
"ENSG00000003602",4,1,0,1,0,1
"ENSG00000003603",11,21,3,5,6,1
"ENSG00000003604",1,1,10,4,2,5
"ENSG00000003605",0,0,0,0,2,0
"ENSG00000003606",0,0,2,0,0,0
"ENSG00000003607",634,812,445,1158,200,641
"ENSG00000003608",0,0,0,0,0,2
"ENSG00000003609",0,0,0,0,0,0
"ENSG00000003610",0,1,0,5,3,2
"ENSG00000003611",0,0,0,0,0,0
"ENSG00000003612",315,184,484,341,303,347
"ENSG00000003613",0,0,0,2,1,2
"ENSG00000003614",0,0,0,0,0,1
"ENSG00000003615",411,180,65,162,310,271
"ENSG00000003616",76,25,38,26,35,22
"ENSG00000003617",0,0,0,0,0,0
"ENSG00000003618",23,15,9,4,12,17
"ENSG00000003619",0,0,0,0,0,0
"ENSG00000003620",0,1,0,0,0,1
"ENSG00000003621",1,0,0,0,0,0
"ENSG00000003622",14,16,4,8,10,8
"ENSG00000003623",1,4,0,2,1,4
"ENSG00000003624",126,87,47,107,80,164
"ENSG00000003625",46,87,72,60,42,33
"ENSG00000003626",0,0,0,1,1,0
"ENSG00000003627",127,145,256,114,395,224
"ENSG00000003628",4,1,5,1,1,1
"ENSG00000003629",54,37,19,36,6,37
"ENSG00000003630",11,9,12,5,4,8
"ENSG00000003631",0,2,0,1,1,0
"ENSG00000003632",83,57,62,23,54,35
"ENSG00000003633",43,15,10,19,10,13
"ENSG00000003634",2,0,1,4,0,1
"ENSG00000003635",0,0,1,0,0,0
"ENSG00000003636",325,512,368,220,113,314
"ENSG00000003637",2,1,1,0,0,1
"ENSG00000003638",13,9,5,12,3,2
"ENSG00000003639",34,20,59,115,21,69
"ENSG00000003640",0,2,0,1,0,2
"ENSG00000003641",3,3,3,5,2,1
"ENSG00000003642",3,8,6,4,5,1
"ENSG00000003643",4,3,2,1,1,6
"ENSG00000003644",90,64,29,62,40,88
"ENSG00000003645",0,0,0,0,0,0
"ENSG00000003646",0,0,0,0,1,0
"ENSG00000003647",5,1,2,1,2,2
"ENSG00000003648",4,6,4,9,8,5
"ENSG00000003649",2,3,0,2,2,1
"ENSG00000003650",1,9,1,1,3,0
"ENSG00000003651",7,2,4,7,5,1
"ENSG00000003652",516,143,576,417,210,408
"ENSG00000003653",62,80,32,72,91,44
"ENSG00000003654",1,0,1,0,0,0
"ENSG00000003655",90,153,31,102,99,110
"ENSG00000003656",602,291,261,191,217,213
"ENSG00000003657",10,16,6,10,10,8
"ENSG00000003658",84,331,311,236,149,115
"ENSG00000003659",35,71,45,38,59,65
"ENSG00000003660",1,0,0,0,0,0
"ENSG00000003661",16,7,10,8,12,12
"ENSG00000003662",634,315,248,166,536,347
"ENSG00000003663",24,24,31,23,4,23
"ENSG00000003664",0,0,0,0,0,0
"ENSG00000003665",0,2,0,1,1,1
"ENSG00000003666",0,0,0,0,2,0
"ENSG00000003667",1,1,0,0,1,0
"ENSG00000003668",1,1,0,1,0,0
"ENSG00000003669",15,17,6,15,9,7
"ENSG00000003670",11,9,8,5,9,3
"ENSG00000003671",19,3,2,10,9,8
"ENSG00000003672",2,1,2,0,1,1
"ENSG00000003673",0,1,3,0,2,0
"ENSG00000003674",7,1,3,3,10,2
"ENSG00000003675",27,4,3,7,5,12
"ENSG00000003676",23,20,31,13,38,14
"ENSG00000003677",15,6,9,4,3,12
"ENSG00000003678",0,1,0,0,2,1
"ENSG00000003679",28,104,52,73,31,28
"ENSG00000003680",0,0,0,0,0,0
"ENSG00000003681",1,0,1,0,0,0
"ENSG00000003682",1,2,0,1,0,0
"ENSG00000003683",0,0,0,0,0,0
"ENSG00000003684",0,2,1,1,1,1
"ENSG00000003685",8,24,2,12,4,19
"ENSG00000003686",0,0,0,0,1,0
"ENSG00000003687",1,1,0,1,0,0
"ENSG00000003688",0,1,0,1,2,2
"ENSG00000003689",1,0,0,1,0,1
"ENSG00000003690",22,26,13,12,11,17
"ENSG00000003691",2,3,1,0,1,2
"ENSG00000003692",31,40,53,27,39,27
"ENSG00000003693",183,272,137,248,168,241
"ENSG00000003694",3,3,2,2,2,3
"ENSG00000003695",289,491,258,689,865,722
"ENSG00000003696",46,17,81,43,44,45
"ENSG00000003697",19,10,20,22,14,11
"ENSG00000003698",164,92,164,56,81,70
"ENSG00000003699",2,4,2,1,0,1
"ENSG00000003700",0,0,1,0,0,1
"ENSG00000003701",7,2,12,8,8,14
"ENSG00000003702",6,3,6,0,2,5
"ENSG00000003703",0,1,1,0,0,0
"ENSG00000003704",0,1,1,1,1,1
"ENSG00000003705",3,3,3,2,2,5
"ENSG00000003706",2,0,0,0,2,1
"ENSG00000003707",0,2,0,1,1,0
"ENSG00000003708",167,69,36,51,116,63
"ENSG00000003709",0,0,1,1,1,2
"ENSG00000003710",0,1,1,0,2,0
"ENSG00000003711",172,92,66,70,123,75
"ENSG00000003712",3,7,2,2,3,3
"ENSG00000003713",2,0,1,0,1,0
"ENSG00000003714",4,5,3,3,0,2
"ENSG00000003715",1,0,1,0,0,1
"ENSG00000003716",948,618,549,1019,546,478
"ENSG00000003717",59,64,17,20,29,14
"ENSG00000003718",9,15,17,12,26,10
"ENSG00000003719",0,1,1,0,1,1
"ENSG00000003720",0,1,0,0,0,0
"ENSG00000003721",5,9,2,8,3,5
"ENSG00000003722",0,1,2,0,0,1
"ENSG00000003723",0,0,0,0,3,1
"ENSG00000003724",0,0,1,0,0,0
"ENSG00000003725",6,3,1,3,2,1
"ENSG00000003726",1,0,1,0,1,0
"ENSG00000003727",52,35,36,23,8,25
"ENSG00000003728",0,0,0,0,1,1
"ENSG00000003729",0,1,1,2,1,1
"ENSG00000003730",1,1,2,0,0,0
"ENSG00000003731",201,212,348,129,136,163
"ENSG00000003732",12,12,6,21,18,8
"ENSG00000003733",30,12,8,5,12,8
"ENSG00000003734",8,13,1,24,15,9
"ENSG00000003735",5,4,1,4,1,6
"ENSG00000003736",0,8,1,1,4,3
"ENSG00000003737",0,0,0,1,0,0
"ENSG00000003738",40,18,3,18,4,13
"ENSG00000003739",22,23,12,40,18,14
"ENSG00000003740",1,0,1,0,0,0
"ENSG00000003741",3,3,1,1,2,1
"ENSG00000003742",1834,1556,271,929,1504,737
"ENSG00000003743",0,0,0,0,1,0
"ENSG00000003744",0,1,0,1,1,0
"ENSG00000003745",1,2,3,3,2,3
"ENSG00000003746",65,29,43,12,20,13
"ENSG00000003747",0,0,0,0,1,0
"ENSG00000003748",3,5,2,5,4,1
"ENSG00000003749",1,1,3,3,0,2
"ENSG00000003750",1,1,0,0,1,3
"ENSG00000003751",150,115,113,69,50,97
"ENSG00000003752",0,0,1,1,0,0
"ENSG00000003753",7,10,8,15,10,5
"ENSG00000003754",1,1,1,2,0,0
"ENSG00000003755",57,22,76,101,70,38
"ENSG00000003756",268,77,46,188,221,324
"ENSG00000003757",0,0,0,1,1,0
"ENSG00000003758",3,8,9,8,6,18
"ENSG00000003759",143,180,143,172,99,108
"ENSG00000003760",0,4,0,0,0,0
"ENSG00000003761",0,0,0,0,0,0
"ENSG00000003762",0,0,0,0,3,2
"ENSG00000003763",37,69,78,110,97,35
"ENSG00000003764",17,34,17,77,16,41
"ENSG00000003765",85,40,37,20,60,17
"ENSG00000003766",1,0,1,0,1,1
"ENSG00000003767",0,0,1,0,0,1
"ENSG00000003768",0,0,0,0,0,0
"ENSG00000003769",0,1,0,0,1,0
"ENSG00000003770",1,0,0,2,0,0
"ENSG00000003771",0,0,1,1,0,0
"ENSG00000003772",11,6,8,7,8,15
"ENSG00000003773",0,0,0,0,0,0
"ENSG00000003774",40,33,36,40,33,10
"ENSG00000003775",80,79,35,82,22,26
"ENSG00000003776",1,0,1,0,1,0
"ENSG00000003777",2902,4139,1593,2417,3894,1905
"ENSG00000003778",7,3,2,3,2,0
"ENSG00000003779",2,2,4,2,3,4
"ENSG00000003780",0,0,0,1,0,1
"ENSG00000003781",0,0,0,0,0,1
"ENSG00000003782",16,5,3,5,20,4
"ENSG00000003783",32,24,54,70,56,61
"ENSG00000003784",0,1,1,0,0,0
"ENSG00000003785",1,0,0,0,1,1
"ENSG00000003786",2,1,0,0,1,1
"ENSG00000003787",1483,747,295,660,1239,658
"ENSG00000003788",104,15,3,19,77,46
"ENSG00000003789",20,6,8,19,14,12
"ENSG00000003790",53,28,27,33,43,49
"ENSG00000003791",33,36,30,68,43,54
"ENSG00000003792",4,3,1,8,4,4
"ENSG00000003793",1,0,0,0,1,0
"ENSG00000003794",143,214,67,142,83,36
"ENSG00000003795",1,1,0,0,1,0
"ENSG00000003796",0,1,0,0,1,0
"ENSG00000003797",0,0,0,1,1,1
"ENSG00000003798",47,34,12,18,19,16
"ENSG00000003799",237,173,516,195,335,162
"ENSG00000003800",30,16,24,27,37,21
"ENSG00000003801",19,12,22,19,23,31
"ENSG00000003802",7,9,3,12,7,14
"ENSG00000003803",1,10,1,2,5,4
"ENSG00000003804",7,10,0,5,11,6
"ENSG00000003805",32,56,55,30,39,103
"ENSG00000003806",1,1,0,0,1,0
"ENSG00000003807",37,28,25,10,35,17
"ENSG00000003808",18,15,7,3,3,11
"ENSG00000003809",25,28,26,42,19,28
"ENSG00000003810",1,1,1,1,2,3
"ENSG00000003811",0,0,0,0,1,0
"ENSG00000003812",27,25,12,19,4,28
"ENSG00000003813",4,2,1,1,1,0
"ENSG00000003814",91,67,105,29,60,45
"ENSG00000003815",15,9,22,19,24,33
"ENSG00000003816",3,2,5,1,4,0
"ENSG00000003817",45,116,88,144,246,272
"ENSG00000003818",122,174,53,190,258,47
"ENSG00000003819",2,4,4,4,3,5
"ENSG00000003820",4909,2738,2309,9415,2446,3221
"ENSG00000003821",0,0,0,0,0,0
"ENSG00000003822",166,38,30,56,40,136
"ENSG00000003823",6,10,2,4,6,5
"ENSG00000003824",0,0,0,0,1,0
"ENSG00000003825",0,1,1,2,5,5
"ENSG00000003826",2,6,8,9,10,11
"ENSG00000003827",2,6,3,8,4,2
"ENSG00000003828",1,0,0,0,0,1
"ENSG00000003829",0,1,0,1,2,1
"ENSG00000003830",2,0,0,0,1,2
"ENSG00000003831",26,34,29,28,41,22
"ENSG00000003832",15,12,5,16,18,8
"ENSG00000003833",0,2,0,0,1,1
"ENSG00000003834",348,1045,524,910,497,513
"ENSG00000003835",193,88,61,38,20,77
"ENSG00000003836",25,38,22,10,13,24
"ENSG00000003837",554,353,228,278,507,313
"ENSG00000003838",0,0,1,0,1,1
"ENSG00000003839",21,18,12,8,17,17
"ENSG00000003840",6,3,3,3,0,2
"ENSG00000003841",89,59,24,47,31,9
"ENSG00000003842",70,81,27,31,22,48
"ENSG00000003843",0,0,0,1,3,0
"ENSG00000003844",2,3,0,1,0,4
"ENSG00000003845",0,1,1,3,2,0
"ENSG00000003846",0,4,6,4,6,3
"ENSG00000003847",0,0,0,0,0,0
"ENSG00000003848",110,68,41,30,36,30
"ENSG00000003849",2,3,8,5,1,1
"ENSG00000003850",2,1,0,0,1,1
"ENSG00000003851",0,0,0,0,0,0
"ENSG00000003852",2,3,0,0,1,1
"ENSG00000003853",41,69,13,22,53,40
"ENSG00000003854",0,0,0,0,0,0
"ENSG00000003855",66,48,16,39,32,35
"ENSG00000003856",968,1213,567,1056,300,920
"ENSG00000003857",0,1,0,0,0,0
"ENSG00000003858",19,15,3,6,4,20
"ENSG00000003859",0,1,1,0,1,1
