"","data/Exp2_A_Sample_1","data/Exp2_A_Sample_2","data/Exp2_B_Sample_1","data/Exp2_B_Sample_2","data/Exp2_C_Sample_1","data/Exp2_C_Sample_2"
"ENSG00000002922",0,1,1,1,0,1
"ENSG00000002923",100,394,215,245,231,181
"ENSG00000002924",1,0,0,0,1,0
"ENSG00000002925",0,0,1,0,0,0
"ENSG00000002926",15,11,24,6,6,10
"ENSG00000002927",27,49,34,3,36,40
"ENSG00000002928",339,1015,525,839,1341,425
"ENSG00000002929",0,1,1,3,0,0
"ENSG00000002930",588,2668,3834,3095,2308,1082
"ENSG00000002931",12,25,19,16,18,25
"ENSG00000002932",4,5,6,11,7,2
"ENSG00000002933",43,82,43,32,48,31
"ENSG00000002934",0,0,0,0,0,0
"ENSG00000002935",1084,1939,2754,997,1350,2432
"ENSG00000002936",71,139,149,211,77,187
"ENSG00000002937",0,0,0,0,1,0
"ENSG00000002938",4,4,6,5,5,4
"ENSG00000002939",0,3,3,3,4,0
"ENSG00000002940",357,572,481,680,339,192
"ENSG00000002941",16,43,18,33,18,17
"ENSG00000002942",21,151,89,88,119,120
"ENSG00000002943",0,6,5,1,1,7
"ENSG00000002944",1,0,0,2,0,0
"ENSG00000002945",50,154,141,54,110,74
"ENSG00000002946",4,0,1,3,1,2
"ENSG00000002947",0,1,0,0,0,1
"ENSG00000002948",79,182,70,238,135,76
"ENSG00000002949",137,137,153,147,83,57
"ENSG00000002950",20,43,34,47,23,35
"ENSG00000002951",559,284,353,163,166,197
"ENSG00000002952",1,0,1,2,1,0
"ENSG00000002953",0,12,30,6,5,9
"ENSG00000002954",1,0,1,0,0,0
"ENSG00000002955",0,0,1,0,1,0
"ENSG00000002956",5083,8260,5508,2552,3102,2542
"ENSG00000002957",44,53,64,37,19,33
"ENSG00000002958",1,0,1,0,1,1
"ENSG00000002959",6,21,8,6,3,8
"ENSG00000002960",1,0,2,1,0,0
"ENSG00000002961",0,0,0,1,0,0
"ENSG00000002962",1,0,0,0,0,1
"ENSG00000002963",0,0,0,0,1,1
"ENSG00000002964",0,0,0,0,1,2
"ENSG00000002965",7,14,25,21,11,18
"ENSG00000002966",0,0,2,1,1,1
"ENSG00000002967",0,0,0,0,0,0
"ENSG00000002968",0,1,0,1,1,0
"ENSG00000002969",0,5,0,0,5,0
"ENSG00000002970",2,5,1,0,4,2
"ENSG00000002971",1,2,0,2,0,3
"ENSG00000002972",0,5,4,2,1,2
"ENSG00000002973",0,0,0,0,0,1
"ENSG00000002974",0,3,1,0,1,0
"ENSG00000002975",177,578,243,581,320,307
"ENSG00000002976",1,2,0,0,0,1
"ENSG00000002977",0,0,0,0,0,1
"ENSG00000002978",4,5,2,1,1,3
"ENSG00000002979",9,5,6,3,8,8
"ENSG00000002980",0,4,0,1,0,1
"ENSG00000002981",0,1,1,0,0,0
"ENSG00000002982",0,0,0,0,0,0
"ENSG00000002983",227,93,207,77,82,65
"ENSG00000002984",9,15,20,8,2,8
"ENSG00000002985",1,0,1,0,0,1
"ENSG00000002986",0,0,0,1,0,1
"ENSG00000002987",6,2,1,2,2,2
"ENSG00000002988",2,16,10,6,8,8
"ENSG00000002989",3,12,5,7,5,6
"ENSG00000002990",69,73,44,33,55,70
"ENSG00000002991",0,0,0,0,4,0
"ENSG00000002992",2,0,2,0,0,0
"ENSG00000002993",3,1,1,2,1,0
"ENSG00000002994",1,8,4,4,4,5
"ENSG00000002995",13,24,39,22,36,21
"ENSG00000002996",1,3,1,1,0,0
"ENSG00000002997",1,0,0,0,1,0
"ENSG00000002998",114,216,167,99,89,108
"ENSG00000002999",0,0,0,0,0,0
"ENSG00000003000",0,1,0,0,0,0
"ENSG00000003001",0,0,0,1,1,1
"ENSG00000003002",88,66,20,101,87,119
"ENSG00000003003",25,63,25,9,19,27
"ENSG00000003004",0,0,0,0,1,0
"ENSG00000003005",0,0,1,1,1,1
"ENSG00000003006",6,19,19,10,15,2
"ENSG00000003007",15,90,153,123,100,27
"ENSG00000003008",4,19,9,15,12,20
"ENSG00000003009",0,0,0,0,0,0
"ENSG00000003010",38,44,16,43,14,48
"ENSG00000003011",112,199,86,59,125,90
"ENSG00000003012",25,19,17,22,26,18
"ENSG00000003013",0,1,0,2,0,0
"ENSG00000003014",0,0,0,0,0,0
"ENSG00000003015",19,19,43,29,14,31
"ENSG00000003016",36,33,35,15,45,43
"ENSG00000003017",513,805,409,378,179,358
"ENSG00000003018",1,1,0,1,2,0
"ENSG00000003019",3,8,9,9,7,6
"ENSG00000003020",2,14,2,4,7,3
"ENSG00000003021",0,0,0,1,1,2
"ENSG00000003022",35,51,34,14,13,56
"ENSG00000003023",0,0,0,0,0,1
"ENSG00000003024",0,0,0,0,1,1
"ENSG00000003025",0,0,1,0,0,0
"ENSG00000003026",661,673,1332,1138,728,850
"ENSG00000003027",7,13,21,31,8,21
"ENSG00000003028",0,1,1,0,1,1
"ENSG00000003029",0,1,0,0,0,1
"ENSG00000003030",1,0,0,1,0,2
"ENSG00000003031",1,3,0,0,0,0
"ENSG00000003032",23,9,19,9,15,13
"ENSG00000003033",4,19,13,4,12,2
"ENSG00000003034",3,4,4,10,1,7
"ENSG00000003035",166,378,111,118,159,143
"ENSG00000003036",40,107,110,119,82,126
"ENSG00000003037",1,0,0,0,1,1
"ENSG00000003038",3,6,3,0,9,2
"ENSG00000003039",1,0,0,0,1,1
"ENSG00000003040",0,0,0,0,0,0
"ENSG00000003041",1,0,0,2,0,0
"ENSG00000003042",0,1,2,0,1,0
"ENSG00000003043",5,20,13,19,10,19
"ENSG00000003044",0,2,0,0,0,2
"ENSG00000003045",0,0,0,0,0,0
"ENSG00000003046",72,46,88,88,47,46
"ENSG00000003047",40,98,129,65,26,118
"ENSG00000003048",0,0,0,1,0,1
"ENSG00000003049",1,0,0,0,0,1
"ENSG00000003050",42,41,52,63,56,25
"ENSG00000003051",870,500,257,346,513,421
"ENSG00000003052",13,5,3,15,6,8
"ENSG00000003053",1,1,1,1,0,0
"ENSG00000003054",49,22,33,56,46,24
"ENSG00000003055",0,0,0,0,0,0
"ENSG00000003056",1,0,0,0,0,3
"ENSG00000003057",0,1,0,1,1,1
"ENSG00000003058",8,14,12,3,2,9
"ENSG00000003059",5,5,3,7,5,17
"ENSG00000003060",0,1,0,1,0,0
"ENSG00000003061",0,0,0,1,1,0
"ENSG00000003062",0,2,1,0,1,3
"ENSG00000003063",45,54,32,57,54,107
"ENSG00000003064",47,98,65,41,102,48
"ENSG00000003065",1,1,1,0,0,0
"ENSG00000003066",0,0,0,1,3,1
"ENSG00000003067",0,0,0,1,0,1
"ENSG00000003068",2,7,15,17,7,3
"ENSG00000003069",19,13,25,40,18,18
"ENSG00000003070",2,1,0,1,1,1
"ENSG00000003071",4,3,4,1,2,1
"ENSG00000003072",0,0,0,0,0,0
"ENSG00000003073",0,0,1,2,1,0
"ENSG00000003074",1,0,1,1,0,0
"ENSG00000003075",127,116,139,215,121,100
"ENSG00000003076",150,238,98,100,127,198
"ENSG00000003077",211,747,598,581,278,1223
"ENSG00000003078",0,1,0,1,0,0
"ENSG00000003079",16,23,38,10,14,2
"ENSG00000003080",1,0,0,0,0,0
"ENSG00000003081",1,0,0,1,0,1
"ENSG00000003082",1,3,1,1,2,0
"ENSG00000003083",0,1,0,1,1,1
"ENSG00000003084",6,21,39,41,12,16
"ENSG00000003085",13,27,26,39,22,15
"ENSG00000003086",0,0,0,0,0,2
"ENSG00000003087",120,164,114,157,101,43
"ENSG00000003088",1,0,1,0,1,1
"ENSG00000003089",172,143,72,131,73,90
"ENSG00000003090",0,11,4,7,7,1
"ENSG00000003091",20,42,20,79,39,13
"ENSG00000003092",0,0,0,0,0,0
"ENSG00000003093",0,0,2,0,0,0
"ENSG00000003094",64,89,146,72,120,135
"ENSG00000003095",4,3,9,4,6,3
"ENSG00000003096",116,196,208,164,182,205
"ENSG00000003097",0,0,0,0,0,0
"ENSG00000003098",0,0,0,0,0,0
"ENSG00000003099",3,1,1,0,1,2
"ENSG00000003100",156,362,271,307,345,133
"ENSG00000003101",0,0,0,0,0,0
"ENSG00000003102",1,0,1,6,3,1
"ENSG00000003103",3,5,0,4,0,0
"ENSG00000003104",11,12,12,35,34,11
"ENSG00000003105",2121,5153,3351,2979,3706,2869
"ENSG00000003106",3,25,18,4,11,5
"ENSG00000003107",0,1,0,0,1,2
"ENSG00000003108",1,0,0,0,0,0
"ENSG00000003109",24,29,38,26,14,23
"ENSG00000003110",0,1,0,0,2,2
"ENSG00000003111",72,78,127,136,109,81
"ENSG00000003112",53,124,104,157,120,65
"ENSG00000003113",414,307,241,542,174,338
"ENSG00000003114",0,0,1,0,1,0
"ENSG00000003115",0,0,0,1,0,0
"ENSG00000003116",16,20,3,11,8,11
"ENSG00000003117",3,2,1,2,0,3
"ENSG00000003118",1,1,0,1,0,0
"ENSG00000003119",165,292,279,764,430,328
"ENSG00000003120",1,1,0,0,1,0
"ENSG00000003121",0,1,2,1,0,0
"ENSG00000003122",7,26,32,8,9,45
"ENSG00000003123",0,1,0,0,0,0
"ENSG00000003124",0,1,0,0,2,1
"ENSG00000003125",1,0,0,0,0,0
"ENSG00000003126",50,275,194,104,136,243
"ENSG00000003127",6,10,0,9,7,7
"ENSG00000003128",0,1,0,0,0,1
"ENSG00000003129",0,0,1,0,0,0
"ENSG00000003130",5,0,3,4,2,6
"ENSG00000003131",0,0,2,1,1,0
"ENSG00000003132",27,45,84,31,73,59
"ENSG00000003133",1,1,2,3,4,0
"ENSG00000003134",11,13,19,9,33,12
"ENSG00000003135",1,0,0,0,1,0
"ENSG00000003136",27,24,19,39,37,50
"ENSG00000003137",100,140,247,129,179,92
"ENSG00000003138",1,1,1,0,0,1
"ENSG00000003139",1,0,0,0,0,0
"ENSG00000003140",1,2,1,0,1,0
"ENSG00000003141",21,33,13,33,29,29
"ENSG00000003142",0,0,1,1,0,0
"ENSG00000003143",1,0,2,0,0,0
"ENSG00000003144",31,16,26,50,10,12
"ENSG00000003145",2,0,0,0,0,0
"ENSG00000003146",28,31,101,13,33,19
"ENSG00000003147",25,48,26,50,25,16
"ENSG00000003148",11,29,12,33,12,17
"ENSG00000003149",10,16,15,6,15,11
"ENSG00000003150",18,26,30,50,5,13
"ENSG00000003151",1,0,0,0,0,2
"ENSG00000003152",1,3,2,0,1,1
"ENSG00000003153",17,17,24,15,13,17
"ENSG00000003154",29,59,61,137,51,89
"ENSG00000003155",0,0,1,0,0,0
"ENSG00000003156",0,0,0,0,0,0
"ENSG00000003157",4,6,7,11,4,2
"ENSG00000003158",139,263,168,115,70,140
"ENSG00000003159",4,7,14,10,12,9
"ENSG00000003160",1,0,0,0,0,0
"ENSG00000003161",0,0,0,0,0,0
"ENSG00000003162",6,4,1,2,1,3
"ENSG00000003163",0,0,0,0,0,0
"ENSG00000003164",2,0,0,1,0,0
"ENSG00000003165",5,2,2,3,1,3
"ENSG00000003166",40,39,55,56,76,64
"ENSG00000003167",0,0,0,0,0,0
"ENSG00000003168",0,0,0,0,0,0
"ENSG00000003169",0,2,6,6,3,1
"ENSG00000003170",1,0,0,1,1,0
"ENSG00000003171",0,0,1,3,0,0
"ENSG00000003172",1,2,0,1,0,1
"ENSG00000003173",21,34,14,35,16,33
"ENSG00000003174",257,270,200,377,303,325
"ENSG00000003175",11,42,8,24,26,36
"ENSG00000003176",2,1,4,3,0,3
"ENSG00000003177",0,1,0,0,0,0
"ENSG00000003178",12,10,5,7,5,2
"ENSG00000003179",45,77,50,40,29,31
"ENSG00000003180",2,11,10,13,14,6
"ENSG00000003181",1,5,2,3,2,2
"ENSG00000003182",41,31,3,66,51,21
"ENSG00000003183",13,26,26,37,12,14
"ENSG00000003184",21,12,25,5,24,26
"ENSG00000003185",1,0,0,0,0,0
"ENSG00000003186",0,1,1,2,1,2
"ENSG00000003187",149,155,184,47,124,117
"ENSG00000003188",32,53,7,25,18,24
"ENSG00000003189",1,13,2,1,4,6
"ENSG00000003190",0,0,2,0,0,0
"ENSG00000003191",107,110,38,111,46,19
"ENSG00000003192",7,17,6,7,2,7
"ENSG00000003193",0,0,0,0,0,0
"ENSG00000003194",2,13,8,8,5,13
"ENSG00000003195",166,226,268,161,180,253
"ENSG00000003196",0,1,0,1,2,0
"ENSG00000003197",0,0,0,0,0,0
"ENSG00000003198",64,97,150,162,228,69
"ENSG00000003199",11,18,45,23,14,11
"ENSG00000003200",0,0,0,0,0,0
"ENSG00000003201",3,2,0,2,2,4
"ENSG00000003202",0,4,1,0,0,2
"ENSG00000003203",0,0,0,0,0,1
"ENSG00000003204",2,1,2,5,4,0
"ENSG00000003205",2,9,12,5,4,2
"ENSG00000003206",61,25,56,55,39,15
"ENSG00000003207",0,0,0,3,0,0
"ENSG00000003208",0,0,0,0,0,0
"ENSG00000003209",11,13,3,3,6,14
"ENSG00000003210",108,173,148,284,58,112
"ENSG00000003211",21,38,34,20,12,14
"ENSG00000003212",179,106,110,78,186,44
"ENSG00000003213",5,3,7,6,2,1
"ENSG00000003214",0,0,1,1,0,0
"ENSG00000003215",3,5,4,11,2,11
"ENSG00000003216",44,156,134,66,89,103
"ENSG00000003217",0,0,2,0,0,0
"ENSG00000003218",0,1,0,0,1,0
"ENSG00000003219",1,9,6,5,10,3
"ENSG00000003220",1,0,0,0,0,1
"ENSG00000003221",7,13,13,21,13,6
"ENSG00000003222",0,1,1,1,0,1
"ENSG00000003223",5,8,11,3,9,18
"ENSG00000003224",406,779,247,343,301,430
"ENSG00000003225",0,0,1,1,0,0
"ENSG00000003226",0,4,4,9,1,2
"ENSG00000003227",0,0,0,0,1,0
"ENSG00000003228",0,1,0,0,0,0
"ENSG00000003229",1,0,2,4,4,0
"ENSG00000003230",1,0,1,0,1,1
"ENSG00000003231",183,111,111,252,212,80
"ENSG00000003232",236,109,173,349,125,149
"ENSG00000003233",0,0,3,4,2,1
"ENSG00000003234",42,59,39,80,44,114
"ENSG00000003235",7,32,11,5,25,16
"ENSG00000003236",31,41,31,44,37,70
"ENSG00000003237",1,1,0,0,1,0
"ENSG00000003238",39,70,53,72,47,38
"ENSG00000003239",1490,1513,1822,1289,1136,1104
"ENSG00000003240",35,8,25,22,15,21
"ENSG00000003241",536,2385,1884,1888,545,952
"ENSG00000003242",24,29,26,29,33,21
"ENSG00000003243",50,55,21,71,44,26
"ENSG00000003244",1011,1196,1129,1253,433,557
"ENSG00000003245",0,0,0,1,0,2
"ENSG00000003246",9,2,8,12,26,14
"ENSG00000003247",0,18,11,13,9,1
"ENSG00000003248",184,124,332,141,234,145
"ENSG00000003249",0,0,1,0,2,1
"ENSG00000003250",247,346,175,266,201,187
"ENSG00000003251",0,0,1,1,0,0
"ENSG00000003252",1,2,0,0,0,0
"ENSG00000003253",11,24,20,19,32,27
"ENSG00000003254",1148,1185,2922,804,1416,549
"ENSG00000003255",20,19,11,2,18,11
"ENSG00000003256",0,0,1,0,0,1
"ENSG00000003257",15,40,39,17,0,48
"ENSG00000003258",11,32,39,19,55,34
"ENSG00000003259",38,45,54,27,78,35
"ENSG00000003260",72,52,191,191,139,117
"ENSG00000003261",0,2,1,0,2,1
"ENSG00000003262",334,458,771,648,147,340
"ENSG00000003263",13,12,17,30,16,11
"ENSG00000003264",0,0,0,0,0,0
"ENSG00000003265",0,2,1,1,0,0
"ENSG00000003266",55,158,58,73,103,131
"ENSG00000003267",566,809,287,446,399,264
"ENSG00000003268",0,0,0,0,0,0
"ENSG00000003269",0,1,1,0,0,0
"ENSG00000003270",1,10,10,16,21,11
"ENSG00000003271",86,66,143,97,61,30
"ENSG00000003272",53,40,36,65,86,35
"ENSG00000003273",18,26,54,14,10,11
"ENSG00000003274",1,0,0,0,1,1
"ENSG00000003275",2,7,2,1,0,1
"ENSG00000003276",7,19,8,21,10,7
"ENSG00000003277",157,224,263,349,156,92
"ENSG00000003278",0,0,0,1,0,0
"ENSG00000003279",0,1,0,0,0,0
"ENSG00000003280",0,2,5,2,4,2
"ENSG00000003281",31,69,94,102,79,48
"ENSG00000003282",5,9,0,3,9,8
"ENSG00000003283",20,101,70,69,29,68
"ENSG00000003284",47,46,45,56,27,92
"ENSG00000003285",493,285,256,285,354,278
"ENSG00000003286",0,0,0,1,0,0
"ENSG00000003287",3,7,7,10,11,11
"ENSG00000003288",0,1,0,1,1,1
"ENSG00000003289",1,2,0,1,1,2
"ENSG00000003290",128,91,181,151,218,130
"ENSG00000003291",256,624,394,155,167,208
"ENSG00000003292",63,173,142,93,32,80
"ENSG00000003293",4,5,3,3,3,1
"ENSG00000003294",2,0,0,0,0,1
"ENSG00000003295",0,0,0,0,0,0
"ENSG00000003296",7,9,14,24,13,18
"ENSG00000003297",0,1,1,0,1,1
"ENSG00000003298",266,646,376,562,567,333
"ENSG00000003299",0,0,1,0,3,2
"ENSG00000003300",7,1,4,3,1,0
"ENSG00000003301",0,1,1,0,1,0
"ENSG00000003302",0,1,1,3,1,0
"ENSG00000003303",77,143,111,245,58,84
"ENSG00000003304",439,825,807,861,425,447
"ENSG00000003305",0,1,1,0,0,0
"ENSG00000003306",1,0,1,0,1,0
"ENSG00000003307",35,25,11,88,36,32
"ENSG00000003308",211,385,352,404,496,801
"ENSG00000003309",0,0,0,1,1,0
"ENSG00000003310",0,1,1,1,2,1
"ENSG00000003311",49,76,37,34,49,87
"ENSG00000003312",16,8,37,4,13,22
"ENSG00000003313",23,90,49,51,15,69
"ENSG00000003314",40,39,12,46,24,33
"ENSG00000003315",28,162,74,119,44,23
"ENSG00000003316",4,13,10,5,11,7
"ENSG00000003317",10,11,2,6,4,1
"ENSG00000003318",49,78,45,20,65,41
"ENSG00000003319",5,42,19,5,42,33
"ENSG00000003320",1,0,2,1,1,0
"ENSG00000003321",0,0,0,1,0,0
"ENSG00000003322",2,0,1,0,0,1
"ENSG00000003323",0,2,1,0,2,0
"ENSG00000003324",87,213,176,94,115,229
"ENSG00000003325",1,2,1,1,0,1
"ENSG00000003326",0,0,0,0,1,0
"ENSG00000003327",0,0,0,0,0,0
"ENSG00000003328",6,15,17,5,7,6
"ENSG00000003329",8,39,10,36,8,13
"ENSG00000003330",2,1,6,1,0,0
"ENSG00000003331",1,1,1,0,1,0
"ENSG00000003332",9,5,5,7,6,16
"ENSG00000003333",1,1,4,0,1,1
"ENSG00000003334",2,56,9,35,11,22
"ENSG00000003335",0,0,0,0,0,0
"ENSG00000003336",0,0,0,1,2,0
"ENSG00000003337",17,23,21,33,8,38
"ENSG00000003338",5,26,13,3,12,15
"ENSG00000003339",1,10,1,0,1,2
"ENSG00000003340",0,2,0,0,0,0
"ENSG00000003341",1,1,0,1,0,0
"ENSG00000003342",0,0,0,1,0,1
"ENSG00000003343",2,4,2,1,3,1
"ENSG00000003344",1,1,1,0,0,1
"ENSG00000003345",1,0,2,0,0,0
"ENSG00000003346",0,0,1,0,1,1
"ENSG00000003347",3,3,2,5,0,2
"ENSG00000003348",12,26,20,30,20,31
"ENSG00000003349",870,2784,906,1403,484,1929
"ENSG00000003350",0,0,0,0,0,0
"ENSG00000003351",1,0,1,1,1,0
"ENSG00000003352",1,0,2,0,1,0
"ENSG00000003353",2,2,1,2,0,0
"ENSG00000003354",0,0,0,0,0,0
"ENSG00000003355",4,4,2,3,8,5
"ENSG00000003356",0,0,2,0,2,0
"ENSG00000003357",857,3904,1550,729,1117,1406
"ENSG00000003358",681,1223,574,1961,690,442
"ENSG00000003359",42,45,31,34,36,22
"ENSG00000003360",475,715,181,356,636,780
"ENSG00000003361",33,44,22,36,51,24
"ENSG00000003362",272,400,151,224,180,380
"ENSG00000003363",2,5,1,1,1,5
"ENSG00000003364",6,6,6,3,13,6
"ENSG00000003365",5,21,7,9,7,7
"ENSG00000003366",28,103,66,68,9,124
"ENSG00000003367",0,0,0,0,1,0
"ENSG00000003368",1,1,2,2,0,2
"ENSG00000003369",1,0,0,0,1,0
"ENSG00000003370",18,11,25,58,69,35
"ENSG00000003371",8,19,16,10,19,32
"ENSG00000003372",1,0,0,1,1,0
"ENSG00000003373",8,8,1,4,5,2
"ENSG00000003374",0,0,1,0,0,0
"ENSG00000003375",69,113,88,53,9,46
"ENSG00000003376",37,67,72,25,20,43
"ENSG00000003377",117,218,314,147,205,164
"ENSG00000003378",0,1,0,0,0,0
"ENSG00000003379",33,16,24,11,34,36
"ENSG00000003380",1,0,0,1,1,1
"ENSG00000003381",16,62,22,31,10,21
"ENSG00000003382",288,293,139,289,269,212
"ENSG00000003383",238,450,303,345,336,356
"ENSG00000003384",1,0,2,0,1,0
"ENSG00000003385",106,172,122,303,160,172
"ENSG00000003386",0,0,0,0,0,0
"ENSG00000003387",8,3,6,9,6,18
"ENSG00000003388",1,1,1,0,0,1
"ENSG00000003389",2,9,6,7,2,4
"ENSG00000003390",0,1,1,0,1,1
"ENSG00000003391",10,15,28,14,19,20
"ENSG00000003392",106,52,120,63,53,25
"ENSG00000003393",0,0,1,0,0,1
"ENSG00000003394",0,0,0,0,2,1
"ENSG00000003395",2,5,4,2,0,0
"ENSG00000003396",5,17,24,38,26,32
"ENSG00000003397",0,0,0,3,1,1
"ENSG00000003398",1,0,1,0,1,0
"ENSG00000003399",9,72,42,14,32,23
"ENSG00000003400",0,0,0,0,0,0
"ENSG00000003401",1,1,1,1,0,2
"ENSG00000003402",11,33,19,24,14,24
"ENSG00000003403",45,43,82,62,86,109
"ENSG00000003404",0,1,0,1,1,0
"ENSG00000003405",25,110,42,81,73,67
"ENSG00000003406",1,1,0,1,1,0
"ENSG00000003407",61,92,29,78,96,123
"ENSG00000003408",7,25,12,15,13,8
"ENSG00000003409",1,1,0,0,0,2
"ENSG00000003410",2,6,1,5,1,2
"ENSG00000003411",2,3,0,2,1,0
"ENSG00000003412",57,104,68,123,40,135
"ENSG00000003413",6,9,21,9,17,12
"ENSG00000003414",18,17,36,15,33,6
"ENSG00000003415",183,400,526,389,495,341
"ENSG00000003416",185,657,120,72,108,215
"ENSG00000003417",1,1,0,1,0,0
"ENSG00000003418",0,0,2,1,0,0
"ENSG00000003419",4,17,19,6,6,2
"ENSG00000003420",4,3,1,3,9,2
"ENSG00000003421",0,0,1,1,0,1
"ENSG00000003422",0,0,1,0,1,0
"ENSG00000003423",5,29,18,17,7,34
"ENSG00000003424",27,76,21,34,14,17
"ENSG00000003425",0,0,0,0,0,0
"ENSG00000003426",1,1,2,2,2,2
"ENSG00000003427",1,0,0,0,1,1
"ENSG00000003428",1,0,0,0,0,0
"ENSG00000003429",0,1,0,0,0,1
"ENSG00000003430",0,0,0,0,0,0
"ENSG00000003431",0,0,1,0,1,1
"ENSG00000003432",4,7,5,4,2,2
"ENSG00000003433",6,10,8,8,17,0
"ENSG00000003434",18,22,12,10,5,5
"ENSG00000003435",0,0,3,0,0,1
"ENSG00000003436",11,8,7,13,2,5
"ENSG00000003437",1,12,0,1,5,3
"ENSG00000003438",1,2,0,1,0,0
"ENSG00000003439",1,0,0,0,0,1
"ENSG00000003440",1,0,0,1,0,2
"ENSG00000003441",1,1,2,0,0,2
"ENSG00000003442",1,2,0,0,1,0
"ENSG00000003443",0,0,1,0,1,0
"ENSG00000003444",258,1512,398,862,193,242
"ENSG00000003445",10,8,22,20,13,22
"ENSG00000003446",0,1,0,0,0,0
"ENSG00000003447",0,0,0,0,0,0
"ENSG00000003448",14,74,20,33,7,44
"ENSG00000003449",93,37,62,41,81,116
"ENSG00000003450",4,9,3,2,3,0
"ENSG00000003451",320,1362,1531,1475,653,701
"ENSG00000003452",1,1,2,0,0,1
"ENSG00000003453",8,4,5,8,9,6
"ENSG00000003454",6,14,10,15,25,9
"ENSG00000003455",33,14,25,7,19,12
"ENSG00000003456",0,0,0,1,0,0
"ENSG00000003457",2,1,3,1,1,1
"ENSG00000003458",4,5,8,11,14,2
"ENSG00000003459",0,0,1,2,2,0
"ENSG00000003460",21,43,44,23,17,26
"ENSG00000003461",0,0,0,0,0,0
"ENSG00000003462",3,1,5,5,4,4
"ENSG00000003463",16,36,33,32,61,24
"ENSG00000003464",1,3,0,0,1,3
"ENSG00000003465",35,33,18,22,20,20
"ENSG00000003466",0,2,2,0,0,0
"ENSG00000003467",2,0,1,1,1,0
"ENSG00000003468",11,36,21,9,12,29
"ENSG00000003469",9,26,6,9,9,9
"ENSG00000003470",0,1,1,0,0,0
"ENSG00000003471",1,0,0,0,0,1
"ENSG00000003472",1,2,2,3,0,1
"ENSG00000003473",160,112,78,92,65,75
"ENSG00000003474",4,9,7,11,2,8
"ENSG00000003475",0,0,1,1,0,0
"ENSG00000003476",35,18,22,17,8,35
"ENSG00000003477",1,4,0,1,1,0
"ENSG00000003478",0,0,0,0,0,1
"ENSG00000003479",0,1,1,3,1,0
"ENSG00000003480",1,0,0,1,0,0
"ENSG00000003481",24,29,21,48,5,14
"ENSG00000003482",0,0,0,1,1,0
"ENSG00000003483",0,0,0,0,0,0
"ENSG00000003484",3,0,1,0,0,0
"ENSG00000003485",9,16,42,20,25,24
"ENSG00000003486",12,18,8,4,8,18
"ENSG00000003487",0,0,1,1,1,1
"ENSG00000003488",47,177,143,99,115,60
"ENSG00000003489",0,1,0,0,1,2
"ENSG00000003490",63,99,74,36,81,79
"ENSG00000003491",43,59,50,80,77,37
"ENSG00000003492",34,43,50,13,60,29
"ENSG00000003493",0,1,1,0,0,2
"ENSG00000003494",106,412,273,289,171,218
"ENSG00000003495",0,0,0,0,0,0
"ENSG00000003496",8,13,7,9,8,8
"ENSG00000003497",7,6,16,4,19,11
"ENSG00000003498",0,1,2,0,1,1
"ENSG00000003499",389,661,993,665,502,1102
"ENSG00000003500",22,49,12,15,11,14
"ENSG00000003501",8,11,17,33,10,10
"ENSG00000003502",35,46,40,68,5,24
"ENSG00000003503",1,0,0,0,0,0
"ENSG00000003504",1,2,1,3,0,0
"ENSG00000003505",113,221,130,114,161,166
"ENSG00000003506",1574,327,1082,2379,624,755
"ENSG00000003507",17,36,35,10,37,20
"ENSG00000003508",1,1,0,1,0,0
"ENSG00000003509",426,707,232,512,291,167
"ENSG00000003510",0,1,0,1,1,0
"ENSG00000003511",0,0,1,0,0,2
"ENSG00000003512",47,92,46,107,38,27
"ENSG00000003513",2,0,2,3,1,3
"ENSG00000003514",148,424,273,456,331,222
"ENSG00000003515",1,1,0,0,0,1
"ENSG00000003516",0,1,0,3,1,2
"ENSG00000003517",0,0,1,0,2,0
"ENSG00000003518",1,1,1,0,0,1
"ENSG00000003519",14,21,19,8,16,27
"ENSG00000003520",20,15,21,23,20,8
"ENSG00000003521",12,35,11,23,10,17
"ENSG00000003522",0,0,1,1,0,0
"ENSG00000003523",2,5,0,0,2,2
"ENSG00000003524",414,384,497,506,669,883
"ENSG00000003525",0,0,0,0,0,0
"ENSG00000003526",902,708,1915,916,556,567
"ENSG00000003527",3,11,13,4,5,13
"ENSG00000003528",0,0,0,0,0,0
"ENSG00000003529",8,25,11,16,6,1
"ENSG00000003530",16,30,13,24,18,12
"ENSG00000003531",0,0,0,1,0,1
"ENSG00000003532",0,1,0,1,1,0
"ENSG00000003533",0,0,0,0,0,2
"ENSG00000003534",1,1,1,1,2,4
"ENSG00000003535",3,0,1,1,1,0
"ENSG00000003536",53,46,40,49,48,46
"ENSG00000003537",8,13,18,37,18,18
"ENSG00000003538",102,198,335,93,332,170
"ENSG00000003539",8,24,14,15,10,11
"ENSG00000003540",105,164,148,179,108,106
"ENSG00000003541",0,0,0,1,0,2
"ENSG00000003542",0,0,0,2,1,0
"ENSG00000003543",0,1,1,1,2,0
"ENSG00000003544",0,0,0,1,0,0
"ENSG00000003545",32,122,158,59,35,45
"ENSG00000003546",8,43,16,32,25,23
"ENSG00000003547",0,0,0,0,0,0
"ENSG00000003548",0,3,0,0,1,1
"ENSG00000003549",34,90,103,78,65,22
"ENSG00000003550",108,136,151,57,127,162
