"","data/Exp1_A_Sample_1","data/Exp1_A_Sample_2","data/Exp1_B_Sample_1","data/Exp1_B_Sample_2","data/Exp1_C_Sample_1","data/Exp1_C_Sample_2"
"ENSG00000003497",0,0,0,1,0,0
"ENSG00000003498",4,9,2,4,5,6
"ENSG00000003499",2,0,0,1,0,1
"ENSG00000003500",1187,1487,720,717,1233,411
"ENSG00000003501",0,0,0,1,0,1
"ENSG00000003502",0,0,1,0,0,2
"ENSG00000003503",0,0,0,0,1,0
"ENSG00000003504",29,22,17,27,22,10
"ENSG00000003505",0,1,3,1,0,2
"ENSG00000003506",14,22,44,10,5,10
"ENSG00000003507",283,511,261,334,162,282
"ENSG00000003508",4,15,11,12,20,12
"ENSG00000003509",0,0,0,0,0,0
"ENSG00000003510",1012,440,351,619,231,468
"ENSG00000003511",10,9,3,13,14,19
"ENSG00000003512",13,3,6,7,9,11
"ENSG00000003513",0,1,0,1,0,0
"ENSG00000003514",30,33,21,15,19,15
"ENSG00000003515",0,0,0,0,0,1
"ENSG00000003516",0,0,1,1,2,1
"ENSG00000003517",53,119,56,42,47,71
"ENSG00000003518",0,0,0,1,1,1
"ENSG00000003519",13,3,6,20,4,10
"ENSG00000003520",17,12,10,18,9,32
"ENSG00000003521",1,0,0,0,0,0
"ENSG00000003522",18,45,22,61,28,29
"ENSG00000003523",0,7,10,5,8,5
"ENSG00000003524",181,218,269,265,124,296
"ENSG00000003525",2,5,5,4,3,1
"ENSG00000003526",0,0,0,0,0,0
"ENSG00000003527",72,36,27,16,34,45
"ENSG00000003528",1,1,1,2,0,0
"ENSG00000003529",0,0,0,1,1,0
"ENSG00000003530",1,2,0,1,0,1
"ENSG00000003531",0,1,0,0,0,0
"ENSG00000003532",21,18,9,10,5,14
"ENSG00000003533",113,201,125,207,110,151
"ENSG00000003534",0,4,1,2,1,0
"ENSG00000003535",0,1,2,0,0,0
"ENSG00000003536",20,25,18,43,25,6
"ENSG00000003537",1,6,1,11,5,1
"ENSG00000003538",40,41,47,65,71,67
"ENSG00000003539",2,4,2,5,3,1
"ENSG00000003540",21,23,15,54,18,23
"ENSG00000003541",28,39,46,33,45,19
"ENSG00000003542",46,343,120,228,223,179
"ENSG00000003543",6,6,2,4,6,8
"ENSG00000003544",8,13,13,24,5,7
"ENSG00000003545",26,27,22,18,24,34
"ENSG00000003546",0,0,1,1,0,0
"ENSG00000003547",1,0,1,0,0,1
"ENSG00000003548",239,570,359,362,217,678
"ENSG00000003549",105,130,63,104,70,186
"ENSG00000003550",1,0,1,0,0,0
"ENSG00000003551",1,0,0,1,0,0
"ENSG00000003552",51,170,64,109,77,104
"ENSG00000003553",4,3,2,7,4,7
"ENSG00000003554",14,7,11,4,2,7
"ENSG00000003555",3,3,2,1,1,4
"ENSG00000003556",1,1,2,0,1,1
"ENSG00000003557",10,22,26,39,25,27
"ENSG00000003558",2,1,1,0,1,0
"ENSG00000003559",0,0,0,0,0,1
"ENSG00000003560",28,21,23,35,31,7
"ENSG00000003561",0,3,0,2,2,2
"ENSG00000003562",2,0,0,1,1,1
"ENSG00000003563",0,1,0,0,1,1
"ENSG00000003564",1,0,0,0,0,0
"ENSG00000003565",43,24,32,40,17,42
"ENSG00000003566",1,1,1,0,1,1
"ENSG00000003567",2,5,4,1,0,2
"ENSG00000003568",145,251,262,374,208,89
"ENSG00000003569",94,86,117,75,63,151
"ENSG00000003570",214,441,223,346,349,258
"ENSG00000003571",0,1,0,0,0,0
"ENSG00000003572",0,0,0,0,0,0
"ENSG00000003573",50,97,48,39,68,50
"ENSG00000003574",111,79,52,98,35,38
"ENSG00000003575",3644,2481,4188,2744,955,4724
"ENSG00000003576",0,3,0,0,2,0
"ENSG00000003577",13,9,8,3,5,13
"ENSG00000003578",4,12,3,1,2,1
"ENSG00000003579",74,68,115,86,65,80
"ENSG00000003580",2260,1809,1555,836,853,804
"ENSG00000003581",2,3,2,2,2,2
"ENSG00000003582",0,0,0,0,0,0
"ENSG00000003583",574,311,978,1239,630,393
"ENSG00000003584",615,631,289,1199,703,845
"ENSG00000003585",31,14,33,37,9,35
"ENSG00000003586",2,1,0,0,0,0
"ENSG00000003587",9,7,6,8,3,11
"ENSG00000003588",0,0,0,0,0,0
"ENSG00000003589",1141,2492,248,1867,885,393
"ENSG00000003590",21,15,21,17,12,19
"ENSG00000003591",4,9,12,1,2,9
"ENSG00000003592",0,0,0,2,0,0
"ENSG00000003593",14,25,13,35,14,17
"ENSG00000003594",3,1,2,7,1,5
"ENSG00000003595",1,1,0,0,0,0
"ENSG00000003596",373,332,162,372,280,249
"ENSG00000003597",0,2,0,1,0,1
"ENSG00000003598",0,0,1,1,0,1
"ENSG00000003599",48,24,54,71,30,56
"ENSG00000003600",42,81,107,53,27,51
"ENSG00000003601",15,31,24,11,6,7
"ENSG00000003602",301,296,245,263,107,258
"ENSG00000003603",0,0,1,0,0,1
"ENSG00000003604",3,19,8,16,8,9
"ENSG00000003605",0,0,1,0,0,1
"ENSG00000003606",135,126,104,307,35,160
"ENSG00000003607",30,16,18,12,14,14
"ENSG00000003608",1,0,1,0,1,0
"ENSG00000003609",739,467,630,430,675,1038
"ENSG00000003610",0,0,0,0,0,0
"ENSG00000003611",18,12,17,6,13,7
"ENSG00000003612",395,911,768,577,563,804
"ENSG00000003613",0,0,2,0,0,0
"ENSG00000003614",1,1,0,0,0,1
"ENSG00000003615",5,5,2,3,3,3
"ENSG00000003616",0,2,2,1,3,3
"ENSG00000003617",189,226,159,362,99,264
"ENSG00000003618",0,0,1,0,1,0
"ENSG00000003619",0,0,0,1,2,1
"ENSG00000003620",7,12,6,5,18,3
"ENSG00000003621",7,22,6,9,5,2
"ENSG00000003622",6,6,9,5,5,1
"ENSG00000003623",4,9,12,5,4,5
"ENSG00000003624",0,0,1,1,1,0
"ENSG00000003625",187,161,173,96,90,83
"ENSG00000003626",1,0,0,2,1,0
"ENSG00000003627",1,1,0,2,0,1
"ENSG00000003628",0,0,0,1,0,0
"ENSG00000003629",22,30,45,18,13,24
"ENSG00000003630",3,5,1,4,1,4
"ENSG00000003631",292,382,286,264,113,139
"ENSG00000003632",379,205,164,356,117,204
"ENSG00000003633",0,0,0,0,0,0
"ENSG00000003634",0,0,0,0,0,0
"ENSG00000003635",1,4,7,10,10,3
"ENSG00000003636",2,0,1,1,0,0
"ENSG00000003637",79,88,82,183,197,116
"ENSG00000003638",0,0,0,0,0,1
"ENSG00000003639",10,4,2,2,3,2
"ENSG00000003640",34,68,46,58,26,58
"ENSG00000003641",0,2,0,2,0,0
"ENSG00000003642",231,320,228,300,257,296
"ENSG00000003643",0,0,1,0,0,0
"ENSG00000003644",185,81,98,80,83,153
"ENSG00000003645",163,585,294,682,266,601
"ENSG00000003646",1,0,0,0,0,1
"ENSG00000003647",0,1,1,0,0,0
"ENSG00000003648",2,0,1,0,0,1
"ENSG00000003649",0,0,0,0,0,0
"ENSG00000003650",10,24,7,2,15,13
"ENSG00000003651",21,112,92,58,18,77
"ENSG00000003652",101,92,98,118,111,50
"ENSG00000003653",65,117,56,64,46,16
"ENSG00000003654",0,0,0,0,0,0
"ENSG00000003655",13,7,8,8,6,9
"ENSG00000003656",1,0,0,0,1,1
"ENSG00000003657",4,5,9,13,10,10
"ENSG00000003658",15,18,26,45,19,58
"ENSG00000003659",3,0,3,0,7,3
"ENSG00000003660",113,113,14,63,68,93
"ENSG00000003661",2,6,1,3,0,3
"ENSG00000003662",0,1,0,1,0,1
"ENSG00000003663",47,29,16,36,9,39
"ENSG00000003664",1,2,0,1,2,0
"ENSG00000003665",129,116,115,121,228,203
"ENSG00000003666",69,53,69,99,121,71
"ENSG00000003667",13,40,17,52,19,45
"ENSG00000003668",35,44,81,51,40,55
"ENSG00000003669",1,1,4,1,1,1
"ENSG00000003670",2,1,0,8,5,2
"ENSG00000003671",0,0,0,1,1,1
"ENSG00000003672",1,0,2,0,1,0
"ENSG00000003673",78,38,64,72,95,48
"ENSG00000003674",0,0,0,0,0,0
"ENSG00000003675",0,1,0,0,0,0
"ENSG00000003676",2,1,1,1,1,1
"ENSG00000003677",6,18,11,6,19,16
"ENSG00000003678",7,0,0,7,1,4
"ENSG00000003679",49,18,71,64,17,27
"ENSG00000003680",19,23,15,43,9,24
"ENSG00000003681",10,4,4,3,3,11
"ENSG00000003682",6,8,13,3,3,3
"ENSG00000003683",1,1,1,8,0,4
"ENSG00000003684",2,0,1,6,1,6
"ENSG00000003685",338,485,339,514,244,184
"ENSG00000003686",1,1,1,1,0,0
"ENSG00000003687",6,8,10,12,9,9
"ENSG00000003688",1,0,0,3,1,1
"ENSG00000003689",30,21,35,39,16,26
"ENSG00000003690",1,9,6,9,5,10
"ENSG00000003691",4,22,21,28,10,9
"ENSG00000003692",1,1,1,0,0,0
"ENSG00000003693",38,132,82,107,56,66
"ENSG00000003694",35,43,10,15,8,15
"ENSG00000003695",12,10,8,10,8,17
"ENSG00000003696",2,0,0,0,0,1
"ENSG00000003697",3,0,0,1,0,0
"ENSG00000003698",0,0,0,0,0,0
"ENSG00000003699",0,1,0,0,2,0
"ENSG00000003700",175,367,192,54,264,122
"ENSG00000003701",1,1,0,2,0,1
"ENSG00000003702",0,1,0,0,0,1
"ENSG00000003703",0,1,0,1,0,0
"ENSG00000003704",1,1,1,0,1,0
"ENSG00000003705",6,3,11,13,7,8
"ENSG00000003706",77,115,56,49,29,51
"ENSG00000003707",39,31,29,36,28,36
"ENSG00000003708",8,14,18,10,6,14
"ENSG00000003709",0,0,1,1,0,2
"ENSG00000003710",19,81,9,24,45,45
"ENSG00000003711",22,27,41,103,24,35
"ENSG00000003712",292,375,336,285,87,347
"ENSG00000003713",10,6,10,10,12,11
"ENSG00000003714",3,1,1,0,0,1
"ENSG00000003715",2,0,2,4,1,0
"ENSG00000003716",7,14,3,7,10,9
"ENSG00000003717",1,0,2,2,1,1
"ENSG00000003718",48,57,16,43,41,43
"ENSG00000003719",66,97,69,18,89,56
"ENSG00000003720",1,1,2,3,0,1
"ENSG00000003721",0,1,0,1,1,0
"ENSG00000003722",3,5,1,4,4,0
"ENSG00000003723",0,1,0,0,0,0
"ENSG00000003724",1,0,0,1,1,1
"ENSG00000003725",164,184,195,126,88,66
"ENSG00000003726",1,2,0,0,0,2
"ENSG00000003727",1,0,1,1,0,0
"ENSG00000003728",0,0,0,0,0,0
"ENSG00000003729",18,9,10,8,2,19
"ENSG00000003730",1,0,1,0,2,1
"ENSG00000003731",1,0,1,0,0,1
"ENSG00000003732",4,2,3,6,2,7
"ENSG00000003733",13,11,9,16,5,15
"ENSG00000003734",0,0,0,0,0,0
"ENSG00000003735",2,0,0,0,1,0
"ENSG00000003736",1,0,0,0,1,0
"ENSG00000003737",97,141,154,75,31,123
"ENSG00000003738",0,2,2,3,7,5
"ENSG00000003739",2,2,2,0,3,3
"ENSG00000003740",2,10,4,11,7,3
"ENSG00000003741",32,31,82,201,82,69
"ENSG00000003742",40,18,21,15,18,14
"ENSG00000003743",1,2,4,5,2,4
"ENSG00000003744",4,2,3,1,1,0
"ENSG00000003745",54,24,109,44,65,28
"ENSG00000003746",2,3,2,3,2,1
"ENSG00000003747",75,26,106,41,56,85
"ENSG00000003748",24,28,10,32,29,10
"ENSG00000003749",0,1,0,2,0,1
"ENSG00000003750",0,2,1,1,0,0
"ENSG00000003751",0,0,0,0,1,0
"ENSG00000003752",252,134,146,125,122,142
"ENSG00000003753",79,83,96,87,67,67
"ENSG00000003754",7,14,16,2,3,12
"ENSG00000003755",23,32,14,22,18,17
"ENSG00000003756",31,37,82,72,9,37
"ENSG00000003757",98,76,42,86,49,136
"ENSG00000003758",1,2,1,0,1,0
"ENSG00000003759",2,0,0,1,0,0
"ENSG00000003760",2,0,1,1,1,0
"ENSG00000003761",0,0,0,2,0,1
"ENSG00000003762",265,158,120,186,111,82
"ENSG00000003763",0,1,2,0,1,0
"ENSG00000003764",1,0,0,0,0,0
"ENSG00000003765",1,0,1,1,0,1
"ENSG00000003766",0,1,0,0,0,0
"ENSG00000003767",2,0,1,0,0,0
"ENSG00000003768",0,0,1,0,1,1
"ENSG00000003769",0,0,0,0,1,0
"ENSG00000003770",4,7,1,11,5,0
"ENSG00000003771",9,20,12,14,22,26
"ENSG00000003772",0,0,1,0,2,1
"ENSG00000003773",0,1,0,0,1,1
"ENSG00000003774",4,7,11,16,2,4
"ENSG00000003775",2,0,0,0,0,1
"ENSG00000003776",3,2,2,1,0,3
"ENSG00000003777",92,33,44,104,64,35
"ENSG00000003778",0,0,1,0,2,1
"ENSG00000003779",13,14,8,18,9,12
"ENSG00000003780",74,105,149,170,27,103
"ENSG00000003781",0,0,1,0,2,0
"ENSG00000003782",1,2,3,2,0,1
"ENSG00000003783",0,0,0,1,3,1
"ENSG00000003784",72,153,86,153,91,171
"ENSG00000003785",0,0,0,1,0,0
"ENSG00000003786",3,15,2,19,5,12
"ENSG00000003787",0,0,0,0,0,0
"ENSG00000003788",7,1,0,0,1,1
"ENSG00000003789",39,18,18,4,25,27
"ENSG00000003790",54,99,83,66,46,78
"ENSG00000003791",5,0,0,1,0,0
"ENSG00000003792",2,3,6,4,3,0
"ENSG00000003793",1115,1209,726,916,572,278
"ENSG00000003794",11,6,5,16,1,6
"ENSG00000003795",0,0,1,0,0,0
"ENSG00000003796",8,8,8,3,1,3
"ENSG00000003797",12,5,5,7,11,12
"ENSG00000003798",2,3,0,2,0,1
"ENSG00000003799",13,11,6,4,1,7
"ENSG00000003800",25,53,19,24,48,34
"ENSG00000003801",67,43,141,31,94,87
"ENSG00000003802",39,37,13,38,13,57
"ENSG00000003803",90,125,275,117,75,80
"ENSG00000003804",3,0,0,0,0,0
"ENSG00000003805",0,0,0,0,0,0
"ENSG00000003806",1,0,0,0,0,0
"ENSG00000003807",30,19,16,3,8,42
"ENSG00000003808",60,41,37,41,22,30
"ENSG00000003809",13,39,3,15,27,15
"ENSG00000003810",15,47,34,23,27,23
"ENSG00000003811",2,0,1,0,1,3
"ENSG00000003812",3,2,2,1,1,1
"ENSG00000003813",28,30,20,30,33,45
"ENSG00000003814",1,0,1,0,0,0
"ENSG00000003815",169,257,355,223,280,235
"ENSG00000003816",2,3,2,10,2,3
"ENSG00000003817",0,0,0,0,0,1
"ENSG00000003818",0,0,0,1,0,0
"ENSG00000003819",1,0,1,0,0,1
"ENSG00000003820",4,6,3,5,3,2
"ENSG00000003821",251,116,140,103,168,200
"ENSG00000003822",7,14,10,8,6,42
"ENSG00000003823",21,16,22,19,28,25
"ENSG00000003824",1,0,0,2,1,0
"ENSG00000003825",13,11,13,2,3,12
"ENSG00000003826",38,57,57,51,21,40
"ENSG00000003827",604,733,634,176,350,96
"ENSG00000003828",59,91,61,71,26,53
"ENSG00000003829",36,197,102,200,76,98
"ENSG00000003830",2,2,6,4,1,5
"ENSG00000003831",50,44,29,43,25,10
"ENSG00000003832",0,1,1,1,0,0
"ENSG00000003833",0,0,1,1,0,1
"ENSG00000003834",15,30,13,20,12,28
"ENSG00000003835",1109,926,1447,849,1451,564
"ENSG00000003836",0,0,0,0,1,0
"ENSG00000003837",47,82,49,72,63,61
"ENSG00000003838",2,1,0,2,3,2
"ENSG00000003839",43,52,25,25,22,29
"ENSG00000003840",7,1,3,6,5,1
"ENSG00000003841",76,122,48,85,71,35
"ENSG00000003842",2,1,0,1,2,0
"ENSG00000003843",13,24,35,8,21,33
"ENSG00000003844",0,0,1,1,1,0
"ENSG00000003845",9,36,14,20,8,34
"ENSG00000003846",22,3,21,19,16,11
"ENSG00000003847",520,270,374,538,363,287
"ENSG00000003848",0,1,0,1,0,0
"ENSG00000003849",0,0,0,0,0,0
"ENSG00000003850",8,5,4,11,13,11
"ENSG00000003851",3,3,2,3,0,0
"ENSG00000003852",0,1,0,1,1,0
"ENSG00000003853",2,2,0,0,1,0
"ENSG00000003854",157,522,211,136,246,497
"ENSG00000003855",40,31,33,23,44,19
"ENSG00000003856",17,23,13,48,27,8
"ENSG00000003857",0,1,0,0,0,2
"ENSG00000003858",39,28,22,51,19,14
"ENSG00000003859",30,163,136,111,83,50
"ENSG00000003860",75,27,40,54,33,43
"ENSG00000003861",16,38,19,30,9,25
"ENSG00000003862",5,6,0,4,6,11
"ENSG00000003863",6,13,23,5,11,8
"ENSG00000003864",0,0,0,0,1,0
"ENSG00000003865",364,273,341,121,189,325
"ENSG00000003866",0,0,0,2,3,3
"ENSG00000003867",10,4,2,2,3,6
"ENSG00000003868",3,14,3,16,6,12
"ENSG00000003869",1,0,0,0,1,1
"ENSG00000003870",18,21,24,27,23,16
"ENSG00000003871",219,256,141,80,51,197
"ENSG00000003872",0,0,2,0,0,0
"ENSG00000003873",0,0,0,0,0,0
"ENSG00000003874",0,1,1,0,0,0
"ENSG00000003875",0,0,0,0,1,0
"ENSG00000003876",0,0,2,2,1,0
"ENSG00000003877",0,0,0,2,0,6
"ENSG00000003878",15,24,7,13,14,35
"ENSG00000003879",27,21,45,27,7,28
"ENSG00000003880",3,5,3,5,3,2
"ENSG00000003881",23,26,47,45,27,47
"ENSG00000003882",6,6,10,3,3,3
"ENSG00000003883",32,41,40,15,14,41
"ENSG00000003884",1,1,2,0,1,0
"ENSG00000003885",30,40,28,30,14,40
"ENSG00000003886",0,2,0,0,0,1
"ENSG00000003887",77,326,57,292,166,96
"ENSG00000003888",0,3,0,3,1,2
"ENSG00000003889",25,59,29,21,18,21
"ENSG00000003890",0,0,0,0,0,0
"ENSG00000003891",0,1,0,1,0,2
"ENSG00000003892",0,1,1,1,0,0
"ENSG00000003893",7,11,6,10,5,7
"ENSG00000003894",50,77,65,140,82,101
"ENSG00000003895",124,30,76,90,36,47
"ENSG00000003896",60,29,41,41,65,45
"ENSG00000003897",26,43,54,46,22,35
"ENSG00000003898",0,1,0,0,1,1
"ENSG00000003899",90,74,99,113,211,104
"ENSG00000003900",10,42,59,29,30,16
"ENSG00000003901",0,0,0,2,0,0
"ENSG00000003902",19,14,14,32,10,17
"ENSG00000003903",139,89,179,100,62,140
"ENSG00000003904",99,173,65,150,42,107
"ENSG00000003905",7,6,16,3,4,1
"ENSG00000003906",151,205,181,214,141,113
"ENSG00000003907",0,0,1,1,0,0
"ENSG00000003908",0,1,1,1,0,0
"ENSG00000003909",221,162,120,281,122,168
"ENSG00000003910",21,34,37,43,24,20
"ENSG00000003911",1,5,4,10,5,1
"ENSG00000003912",1,2,0,0,0,0
"ENSG00000003913",267,390,494,612,412,263
"ENSG00000003914",2,8,0,4,4,5
"ENSG00000003915",12,11,10,14,9,19
"ENSG00000003916",87,103,246,168,47,134
"ENSG00000003917",6,6,4,3,2,8
"ENSG00000003918",0,0,0,0,1,2
"ENSG00000003919",4,8,2,3,9,3
"ENSG00000003920",120,152,160,161,76,55
"ENSG00000003921",0,0,1,0,2,1
"ENSG00000003922",9,6,12,11,8,12
"ENSG00000003923",118,128,84,71,70,95
"ENSG00000003924",44,23,29,18,14,34
"ENSG00000003925",58,75,47,73,30,56
"ENSG00000003926",212,458,662,461,502,821
"ENSG00000003927",131,101,87,90,169,116
"ENSG00000003928",39,131,32,36,23,38
"ENSG00000003929",49,136,59,8,61,29
"ENSG00000003930",1,0,7,0,0,3
"ENSG00000003931",145,250,66,128,90,126
"ENSG00000003932",50,26,74,59,79,50
"ENSG00000003933",1,0,1,0,0,0
"ENSG00000003934",15,19,44,13,20,30
"ENSG00000003935",0,1,1,2,0,0
"ENSG00000003936",0,2,0,2,0,0
"ENSG00000003937",317,210,332,113,169,202
"ENSG00000003938",13,3,7,9,6,4
"ENSG00000003939",0,0,0,0,0,0
"ENSG00000003940",421,619,1465,655,703,1164
"ENSG00000003941",6,6,4,7,5,6
"ENSG00000003942",0,0,0,0,0,0
"ENSG00000003943",58,96,35,114,39,86
"ENSG00000003944",0,2,0,0,1,0
"ENSG00000003945",7,17,15,25,37,21
"ENSG00000003946",11,20,10,8,10,12
"ENSG00000003947",1012,1174,1217,570,417,985
"ENSG00000003948",549,1662,2211,1576,2087,1053
"ENSG00000003949",1,1,2,0,1,0
"ENSG00000003950",0,0,2,0,0,0
"ENSG00000003951",66,161,134,152,76,80
"ENSG00000003952",0,0,0,0,0,0
"ENSG00000003953",2,0,0,0,0,0
"ENSG00000003954",0,1,1,1,0,0
"ENSG00000003955",13,6,16,5,5,6
"ENSG00000003956",99,147,89,175,84,119
"ENSG00000003957",10,2,4,3,3,4
"ENSG00000003958",66,261,152,84,36,58
"ENSG00000003959",31,22,141,41,6,9
"ENSG00000003960",286,568,268,906,128,411
"ENSG00000003961",1109,825,1778,1458,595,2394
"ENSG00000003962",6,4,10,6,2,3
"ENSG00000003963",27,73,42,20,20,31
"ENSG00000003964",672,184,326,940,227,519
"ENSG00000003965",30,42,19,15,30,44
"ENSG00000003966",12,2,11,2,4,9
"ENSG00000003967",1,0,2,2,2,4
"ENSG00000003968",240,403,337,269,188,348
"ENSG00000003969",0,3,0,0,0,1
"ENSG00000003970",1,0,1,0,0,0
"ENSG00000003971",0,3,0,0,1,0
"ENSG00000003972",1,0,2,0,3,1
"ENSG00000003973",0,1,0,3,0,0
"ENSG00000003974",1,0,2,1,0,0
"ENSG00000003975",24,29,37,22,6,12
"ENSG00000003976",2932,4866,7067,4023,9575,1365
"ENSG00000003977",4,3,2,1,1,0
"ENSG00000003978",84,122,37,82,52,35
"ENSG00000003979",981,702,1203,1074,1163,457
"ENSG00000003980",0,0,0,0,0,0
"ENSG00000003981",14,2,6,10,3,3
"ENSG00000003982",0,0,0,0,0,0
"ENSG00000003983",358,445,256,296,204,133
"ENSG00000003984",1,1,1,0,2,0
"ENSG00000003985",1,0,3,4,3,1
"ENSG00000003986",43,4,21,40,32,13
"ENSG00000003987",0,0,1,0,0,1
"ENSG00000003988",1,0,1,1,1,0
"ENSG00000003989",95,234,81,271,174,99
"ENSG00000003990",71,22,51,27,28,16
"ENSG00000003991",0,0,0,0,0,0
"ENSG00000003992",1,0,0,0,1,0
"ENSG00000003993",0,0,0,0,0,0
"ENSG00000003994",8,11,13,13,10,4
"ENSG00000003995",2,0,1,1,0,0
"ENSG00000003996",0,1,1,5,1,0
"ENSG00000003997",369,380,140,244,230,391
"ENSG00000003998",225,250,278,91,86,253
"ENSG00000003999",6,2,2,0,9,9
"ENSG00000004000",0,1,0,1,0,1
"ENSG00000004001",47,47,22,13,53,53
"ENSG00000004002",176,88,54,82,64,52
"ENSG00000004003",47,121,100,91,34,55
"ENSG00000004004",2,2,2,1,0,2
"ENSG00000004005",0,0,0,1,0,0
"ENSG00000004006",1245,1340,2278,787,1123,2304
"ENSG00000004007",1,0,3,0,0,2
"ENSG00000004008",24,40,46,97,61,31
"ENSG00000004009",2,3,2,1,3,0
"ENSG00000004010",0,0,0,0,0,0
"ENSG00000004011",797,708,432,533,608,875
"ENSG00000004012",0,0,0,0,0,0
"ENSG00000004013",1,0,0,0,0,0
"ENSG00000004014",0,2,0,1,0,0
"ENSG00000004015",3,15,36,35,28,28
"ENSG00000004016",2,0,1,0,0,0
"ENSG00000004017",6,10,7,3,9,2
"ENSG00000004018",0,0,0,2,0,0
"ENSG00000004019",29,46,39,16,48,19
"ENSG00000004020",0,2,0,1,1,0
"ENSG00000004021",780,1398,2058,2320,1523,1541
"ENSG00000004022",0,0,1,0,0,2
"ENSG00000004023",60,45,10,63,42,33
"ENSG00000004024",0,0,0,0,0,0
"ENSG00000004025",7,6,9,7,12,0
"ENSG00000004026",215,545,362,545,454,132
"ENSG00000004027",269,253,272,192,166,186
"ENSG00000004028",2,1,3,4,3,1
"ENSG00000004029",0,3,3,0,0,0
"ENSG00000004030",40,14,13,23,39,21
"ENSG00000004031",0,0,0,0,0,1
"ENSG00000004032",16,47,30,100,16,42
"ENSG00000004033",4,6,1,7,0,2
"ENSG00000004034",2,1,1,1,1,0
"ENSG00000004035",1,9,5,9,14,10
"ENSG00000004036",0,1,0,0,0,1
"ENSG00000004037",71,166,96,103,362,198
"ENSG00000004038",10,9,11,10,7,22
"ENSG00000004039",13,41,21,10,8,29
"ENSG00000004040",0,0,0,1,0,2
"ENSG00000004041",1113,733,1019,847,402,1637
"ENSG00000004042",21,15,39,10,15,19
"ENSG00000004043",0,0,0,2,0,1
"ENSG00000004044",0,0,1,0,1,0
"ENSG00000004045",0,1,0,0,0,0
"ENSG00000004046",0,0,0,0,0,0
"ENSG00000004047",0,0,0,0,0,0
"ENSG00000004048",1,2,0,0,1,0
"ENSG00000004049",12,7,6,14,1,14
"ENSG00000004050",1,0,0,0,0,0
"ENSG00000004051",2,10,5,10,3,7
"ENSG00000004052",0,2,0,0,1,1
"ENSG00000004053",0,0,1,0,1,0
"ENSG00000004054",203,619,357,135,146,392
"ENSG00000004055",7,5,19,13,9,11
"ENSG00000004056",7,8,8,5,6,6
"ENSG00000004057",3,8,5,12,15,9
"ENSG00000004058",3,2,7,5,1,5
"ENSG00000004059",1,0,0,0,0,0
"ENSG00000004060",59,48,119,152,47,103
"ENSG00000004061",184,560,372,344,503,390
"ENSG00000004062",0,1,1,0,0,1
"ENSG00000004063",38,31,24,47,45,26
"ENSG00000004064",18,10,28,6,15,9
"ENSG00000004065",32,73,65,54,14,44
"ENSG00000004066",1,0,0,0,2,1
"ENSG00000004067",40,20,21,20,30,26
"ENSG00000004068",0,1,0,0,0,0
"ENSG00000004069",0,0,0,0,1,0
"ENSG00000004070",7,1,5,4,9,5
"ENSG00000004071",7,31,27,9,8,15
"ENSG00000004072",0,0,0,0,1,3
"ENSG00000004073",31,61,66,42,15,125
"ENSG00000004074",198,243,377,313,178,270
"ENSG00000004075",176,72,49,65,70,120
"ENSG00000004076",215,158,302,87,197,104
"ENSG00000004077",0,0,0,0,0,0
"ENSG00000004078",11,13,15,13,12,17
"ENSG00000004079",0,1,0,0,0,0
"ENSG00000004080",84,58,213,82,52,134
"ENSG00000004081",15,34,18,24,1,19
"ENSG00000004082",12,32,11,13,16,13
"ENSG00000004083",1,0,1,0,0,0
"ENSG00000004084",77,326,62,167,106,218
"ENSG00000004085",4,0,0,1,1,0
"ENSG00000004086",17,7,7,18,11,17
"ENSG00000004087",0,0,1,0,0,1
"ENSG00000004088",1660,9086,7808,19441,7605,6931
"ENSG00000004089",0,2,0,0,0,0
"ENSG00000004090",49,250,201,436,147,113
"ENSG00000004091",0,0,0,0,1,0
"ENSG00000004092",0,1,0,2,0,1
"ENSG00000004093",19,74,20,72,34,76
"ENSG00000004094",8,5,8,17,14,8
"ENSG00000004095",0,0,0,0,0,0
"ENSG00000004096",49,65,86,67,75,41
"ENSG00000004097",1,1,0,1,0,1
"ENSG00000004098",3,5,6,2,9,9
"ENSG00000004099",12,8,4,10,4,11
"ENSG00000004100",0,0,0,0,0,0
"ENSG00000004101",0,0,0,0,1,1
"ENSG00000004102",1,1,0,1,0,1
"ENSG00000004103",3,6,2,2,3,6
"ENSG00000004104",1,0,0,1,0,1
"ENSG00000004105",0,1,0,0,0,1
"ENSG00000004106",8,10,3,9,3,10
"ENSG00000004107",30,59,37,39,40,18
"ENSG00000004108",1,0,2,0,0,0
"ENSG00000004109",7,10,6,5,5,6
"ENSG00000004110",0,0,1,1,0,0
"ENSG00000004111",1,11,7,5,20,1
"ENSG00000004112",10,11,13,38,17,18
"ENSG00000004113",54,40,80,51,129,57
"ENSG00000004114",8,2,3,2,9,3
"ENSG00000004115",72,38,110,70,81,46
"ENSG00000004116",5,1,1,2,1,5
"ENSG00000004117",7,8,8,5,5,5
"ENSG00000004118",25,61,35,39,67,8
"ENSG00000004119",0,1,10,14,2,8
"ENSG00000004120",1,4,3,7,1,5
"ENSG00000004121",37,29,6,24,25,15
"ENSG00000004122",7,25,34,16,27,19
"ENSG00000004123",0,2,0,1,0,2
"ENSG00000004124",2,0,1,0,2,0
"ENSG00000004125",0,1,0,2,0,0
